Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,FarePerPerson,IsAlone,AgeGroup
0,3,0,1.2274843570817737,0,5,0.16432041503657444,S,6,0.027386735839429074,0,0
0,3,1,-0.05064862638444217,1,0,-0.30812745274692405,S,2,-0.15406372637346202,0,1
0,3,1,-0.8371920008251904,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,1
1,1,0,-0.4439203136048163,0,0,0.7574465405156989,C,1,0.7574465405156989,1,1
1,3,1,-0.05064862638444217,0,0,0.5009837111071788,S,1,0.5009837111071788,1,1
1,1,1,1.9157098097174285,1,0,0.9062503433492833,C,2,0.45312517167464167,0,0
0,3,1,-0.935509922630284,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.47938041594984565,S,1,-0.47938041594984565,1,1
1,3,0,-0.5422382354099099,0,0,-0.47938041594984565,S,1,-0.47938041594984565,1,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,2,0,-1.0338278444353775,0,1,-0.16992330700421546,S,2,-0.08496165350210773,0,1
0,3,1,-0.7388740790200969,0,0,-0.461688282336145,S,1,-0.461688282336145,1,1
1,3,0,-0.05064862638444217,0,0,-0.47378815544385083,Q,1,-0.47378815544385083,1,1
0,3,0,-1.0338278444353775,0,0,-0.49540408502146405,Q,1,-0.49540408502146405,1,1
0,2,1,-0.4439203136048163,2,0,0.8415708031416955,S,3,0.28052360104723184,0,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,0,0.34262306083593197,1,1,-0.3201452045506379,Q,3,-0.10671506818354597,0,0
0,2,1,-0.5422382354099099,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
1,1,1,2.1123456533276155,2,0,2.0463504214640036,S,3,0.6821168071546678,0,0
0,3,1,1.1291664352766801,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,0
0,1,1,1.817391887912335,0,0,-0.11809675235069975,S,1,-0.11809675235069975,1,0
0,3,1,0.7358947480563062,0,0,-0.48046601952944784,S,1,-0.48046601952944784,1,0
1,3,1,-0.8371920008251904,1,0,-0.47186932107252455,S,2,-0.23593466053626228,0,1
0,2,1,0.34262306083593197,2,0,0.8415708031416955,S,3,0.28052360104723184,0,0
0,2,1,-0.3456023917997228,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,3,1,-0.05064862638444217,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
0,3,1,1.4241202006919609,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,1,0,-0.05064862638444217,1,0,0.4109346968419513,S,2,0.20546734842097564,0,1
1,2,0,1.1291664352766801,1,1,0.15055007442815238,S,3,0.05018335814271746,0,0
0,1,1,0.24430513903083845,1,0,0.4109346968419513,S,2,0.20546734842097564,0,0
1,2,1,0.24430513903083845,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,2,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,3,1,-1.0338278444353775,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
0,3,1,-0.39476135270226953,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
1,3,0,-1.0338278444353775,0,0,-0.43347861293556084,S,1,-0.43347861293556084,1,1
0,3,0,1.4241202006919609,1,6,0.30878380651038395,S,8,0.038597975813797994,0,0
1,1,1,0.7358947480563062,0,1,9.631138152845498,C,2,4.815569076422749,0,0
0,3,0,-0.05064862638444217,0,0,-0.4676130339753759,Q,1,-0.4676130339753759,1,1
1,1,1,-0.1489665481895357,0,0,0.9062503433492833,C,1,0.9062503433492833,1,1
0,3,1,-0.8371920008251904,0,0,-0.44583085883114465,S,1,-0.44583085883114465,1,1
0,3,1,-1.4270995316557518,5,2,0.30878380651038395,S,8,0.038597975813797994,0,1
0,2,1,-0.3456023917997228,1,2,0.20221038351505008,C,4,0.05055259587876252,0,1
0,3,1,-1.4270995316557518,4,1,0.16432041503657444,S,6,0.027386735839429074,0,1
0,3,1,-0.935509922630284,0,0,-0.42688687607122383,S,1,-0.42688687607122383,1,1
0,3,1,-1.0338278444353775,0,0,-0.4744571436275909,S,1,-0.4744571436275909,1,1
1,1,0,-1.3287816098506582,0,1,3.6023989102156957,S,2,1.8011994551078478,0,1
1,1,1,0.24430513903083845,1,0,0.5110826285395662,S,2,0.2555413142697831,0,0
1,3,0,-2.410278749706687,0,1,-0.36187284177176615,C,2,-0.18093642088588308,0,1
1,3,1,-0.05064862638444217,0,0,0.5009837111071788,S,1,0.5009837111071788,1,1
0,3,1,-0.3456023917997228,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
0,2,1,2.3089814969378026,0,0,-0.36020437722968385,S,1,-0.36020437722968385,1,0
0,3,1,1.5224381224970545,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,3,0,-0.05064862638444217,0,0,-0.4757089927738111,Q,1,-0.4757089927738111,1,1
0,1,1,2.014027731522522,1,1,1.5903428381479856,C,3,0.5301142793826619,0,0
0,3,1,1.3258022788868673,0,0,-0.47737745731589337,S,1,-0.47737745731589337,1,0
1,1,0,-1.0338278444353775,1,0,3.926627839086724,C,2,1.963313919543362,0,1
1,1,1,0.6375768262512126,0,0,-0.1040760419130336,S,1,-0.1040760419130336,1,0
0,3,0,-1.0338278444353775,0,1,-0.34109214594451104,C,2,-0.17054607297225552,0,1
0,3,1,-0.3456023917997228,0,0,-0.4755407442485591,Q,1,-0.4755407442485591,1,1
0,3,1,-0.24728446999462925,1,0,-0.4732874157853628,S,2,-0.2366437078926814,0,1
0,2,1,1.0308485134715868,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,0
1,2,0,1.620756044302148,0,0,-0.36020437722968385,S,1,-0.36020437722968385,1,0
1,1,1,1.3258022788868673,0,0,-0.1040760419130336,S,1,-0.1040760419130336,1,0
1,1,0,-0.6405561572150034,0,0,2.404880016941465,S,1,2.404880016941465,1,1
1,3,1,-0.05064862638444217,1,1,-0.32523672539814463,C,3,-0.10841224179938154,0,1
1,1,0,-0.4439203136048163,0,0,0.36094485525576975,C,1,0.36094485525576975,1,1
0,1,1,-0.05064862638444217,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,1
1,1,1,1.9157098097174285,1,0,0.4109346968419513,S,2,0.20546734842097564,0,0
0,3,1,0.04766929542065137,0,0,-0.44065721667964586,S,1,-0.44065721667964586,1,0
0,2,1,2.3089814969378026,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,3,1,-0.935509922630284,0,0,-0.47737745731589337,S,1,-0.47737745731589337,1,1
1,1,0,0.9325305916664932,0,0,3.926627839086724,C,1,3.926627839086724,1,0
1,2,0,-0.1489665481895357,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,1
0,3,1,-0.05064862638444217,0,0,-0.3201452045506379,Q,1,-0.3201452045506379,1,1
0,3,1,0.4409409826410255,0,0,-0.474873759023453,S,1,-0.474873759023453,1,0
1,2,0,-2.2136429060965,0,1,0.03037255639101444,S,2,0.01518627819550722,0,1
0,3,1,-1.132145766240471,1,0,-0.4893110848569811,S,2,-0.24465554242849055,0,1
0,2,1,0.539258904446119,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,2,1,2.1123456533276155,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,1,1,-0.1489665481895357,1,0,0.43296724181542656,S,2,0.21648362090771328,0,1
0,3,1,-0.8371920008251904,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
1,2,0,0.1459872172257449,3,0,-0.20998247968326145,S,4,-0.05249561992081536,0,0
1,3,0,-0.05064862638444217,0,0,-0.4756248685111851,Q,1,-0.4756248685111851,1,1
0,2,1,-0.3456023917997228,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,1
0,3,0,-0.3456023917997228,1,0,-0.47186932107252455,S,2,-0.23593466053626228,0,1
1,1,0,0.04766929542065137,0,0,3.6023989102156957,S,1,3.6023989102156957,1,0
0,3,1,-1.7220532970710323,0,0,-0.25429793945945606,C,1,-0.25429793945945606,1,1
0,2,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,2,1,-0.5422382354099099,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,2,1,-0.5422382354099099,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,3,1,-0.0014896654818953988,0,0,-0.30812745274692405,S,1,-0.30812745274692405,1,1
0,3,0,1.9157098097174285,1,3,0.057913237607858555,S,5,0.011582647521571711,0,0
1,1,1,0.6375768262512126,0,0,9.631138152845498,C,1,9.631138152845498,1,0
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,1,1,-0.05064862638444217,0,0,-0.02971620262755453,S,1,-0.02971620262755453,1,1
0,1,1,0.7358947480563062,1,0,0.9487290900581434,S,2,0.4743645450290717,0,0
1,1,0,-0.7388740790200969,2,2,4.6246589230191,C,5,0.9249317846038201,0,1
0,3,1,-0.4439203136048163,1,0,-0.30812745274692405,S,2,-0.15406372637346202,0,1
1,3,1,0.24430513903083845,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
0,3,1,-1.2304636880455646,1,1,-0.22500466943790368,S,3,-0.07500155647930122,0,1
1,2,0,0.1459872172257449,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,1,1,-0.935509922630284,1,0,0.43296724181542656,S,2,0.21648362090771328,0,1
0,3,1,0.24430513903083845,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,0
1,2,0,-2.410278749706687,1,1,-0.16992330700421546,S,3,-0.056641102334738486,0,1
1,3,1,-2.2136429060965,0,1,-0.3807347032276949,S,2,-0.19036735161384746,0,1
0,3,1,0.4409409826410255,0,0,-0.4403227225877758,S,1,-0.4403227225877758,1,0
0,3,1,-0.5422382354099099,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,2,0,1.9157098097174285,1,2,0.6713193192557502,S,4,0.16782982981393754,0,0
0,3,1,-0.05064862638444217,0,0,-0.4744571436275909,S,1,-0.4744571436275909,1,1
0,2,1,-1.0338278444353775,0,0,-0.40026354990872987,S,1,-0.40026354990872987,1,1
0,3,1,0.539258904446119,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,1,0,0.4409409826410255,0,0,1.1019554255554944,S,1,1.1019554255554944,1,0
0,3,1,-0.05064862638444217,0,0,-0.3401747908901609,S,1,-0.3401747908901609,1,1
0,3,1,1.2274843570817737,0,0,-0.48789299014414295,S,1,-0.48789299014414295,1,0
1,3,1,-0.8371920008251904,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
1,1,0,0.7358947480563062,1,2,1.7729465679295144,S,4,0.4432366419823786,0,0
0,3,1,-1.2304636880455646,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
1,1,0,2.2106635751327093,1,0,0.9308687079191907,S,2,0.46543435395959537,0,0
0,1,1,-0.05064862638444217,0,0,0.1625678262318662,C,1,0.1625678262318662,1,1
0,3,0,0.19514617812829166,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,0
0,3,1,-0.05064862638444217,1,0,-0.14688928271376406,Q,2,-0.07344464135688203,0,1
0,3,1,0.34262306083593197,0,0,-0.4631063770489832,S,1,-0.4631063770489832,1,0
0,3,1,-0.4439203136048163,0,0,-0.4403227225877758,S,1,-0.4403227225877758,1,1
0,3,1,1.9157098097174285,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,0
0,3,1,-0.05064862638444217,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
1,2,0,2.50561734054799,1,3,-0.16992330700421546,S,5,-0.033984661400843094,0,0
0,3,1,-1.0338278444353775,0,0,-0.47537449868194104,S,1,-0.47537449868194104,1,1
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
1,3,0,-2.3119608279015935,0,0,-0.3807347032276949,S,1,-0.3807347032276949,1,1
0,3,1,-0.05064862638444217,0,0,-0.4756248685111851,Q,1,-0.4756248685111851,1,1
1,1,0,1.4241202006919609,0,1,3.6023989102156957,S,2,1.8011994551078478,0,0
1,3,0,-1.5254174534608451,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
1,1,0,-1.132145766240471,1,0,0.5110826285395662,S,2,0.2555413142697831,0,1
0,1,1,0.04766929542065137,0,0,-0.02971620262755453,S,1,-0.02971620262755453,1,0
0,3,1,-0.05064862638444217,1,2,-0.16090999315143012,S,4,-0.04022749828785753,0,1
0,3,1,-0.3456023917997228,0,0,-0.48939520911960716,S,1,-0.48939520911960716,1,1
0,3,1,-0.3456023917997228,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
1,3,0,-1.0338278444353775,0,0,-0.48046601952944784,S,1,-0.48046601952944784,1,1
0,3,1,-2.017007062486313,4,1,-0.047242090674637145,Q,6,-0.007873681779106191,0,1
0,1,1,1.7190739661072414,0,0,0.9557394452769766,C,1,0.9557394452769766,1,0
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
0,2,1,-1.2304636880455646,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,1
0,3,0,-0.05064862638444217,8,2,0.7624539371005796,S,11,0.06931399428187088,0,1
0,1,1,-0.05064862638444217,0,0,-0.015779616452514467,C,1,-0.015779616452514467,1,1
0,3,1,-0.3456023917997228,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,2,1,1.0308485134715868,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,1,0,2.014027731522522,0,0,-0.11125264269848469,S,1,-0.11125264269848469,1,0
1,3,0,0.24430513903083845,0,0,-0.45668088575126425,S,1,-0.45668088575126425,1,0
0,3,1,0.1459872172257449,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,0
0,3,0,0.1459872172257449,1,1,-0.14688928271376406,S,3,-0.048963094237921355,0,0
0,2,1,0.539258904446119,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,2,0,0.24430513903083845,1,1,-0.10482715140076575,S,3,-0.03494238380025525,0,0
1,1,1,-1.7220532970710323,1,2,1.7729465679295144,S,4,0.4432366419823786,0,1
1,3,1,-0.1489665481895357,0,0,-0.49089742809507136,S,1,-0.49089742809507136,1,1
0,3,1,0.24430513903083845,0,0,-0.474873759023453,S,1,-0.474873759023453,1,0
0,1,1,1.0308485134715868,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,0
0,3,0,-1.0338278444353775,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
0,2,1,1.0308485134715868,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,1,0,0.4409409826410255,1,0,0.43296724181542656,S,2,0.21648362090771328,0,0
0,3,1,-0.24728446999462925,0,0,-0.47262043056025665,S,1,-0.47262043056025665,1,1
0,3,1,1.0308485134715868,0,0,-0.14688928271376406,S,1,-0.14688928271376406,1,0
0,2,1,0.6375768262512126,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,0
0,3,0,-2.2136429060965,4,2,-0.004178480044662747,S,7,-0.0005969257206661066,0,1
0,3,1,0.19514617812829166,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
0,1,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,3,0,-0.5422382354099099,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,1
0,2,1,0.24430513903083845,1,1,0.11057502601173234,C,3,0.036858342003910784,0,0
0,3,1,1.4241202006919609,0,0,-0.501412960923321,S,1,-0.501412960923321,1,0
0,3,1,-1.8203712188761259,3,2,-0.07177833394055284,S,6,-0.011963055656758807,0,1
1,1,0,2.3089814969378026,1,1,1.2421625299321553,S,3,0.41405417664405175,0,0
1,3,1,-0.1489665481895357,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
0,1,1,0.9325305916664932,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,0
1,3,0,-0.1489665481895357,0,1,-0.3807347032276949,S,2,-0.19036735161384746,0,1
0,3,1,-0.05064862638444217,0,0,-0.4913981677535595,Q,1,-0.4913981677535595,1,1
0,3,1,-0.05064862638444217,0,0,0.5009837111071788,S,1,0.5009837111071788,1,1
1,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
1,3,0,-1.3287816098506582,1,0,-0.34109214594451104,C,2,-0.17054607297225552,0,1
0,3,1,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
0,3,1,-0.5422382354099099,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,1
0,3,1,-1.0338278444353775,0,0,-0.4643582261952034,S,1,-0.4643582261952034,1,1
1,1,0,1.0308485134715868,1,1,1.0350225568847105,C,3,0.34500751896157017,0,0
0,3,1,-0.7388740790200969,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
1,3,1,0.34262306083593197,0,0,0.5009837111071788,S,1,0.5009837111071788,1,0
1,1,1,-0.05064862638444217,0,0,-0.03572507852941144,C,1,-0.03572507852941144,1,1
0,3,1,-0.8371920008251904,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,1
0,2,1,-1.2304636880455646,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,1
1,1,0,0.1459872172257449,0,0,-0.00968661628803154,C,1,-0.00968661628803154,1,0
0,3,1,0.5884178653486658,0,0,-0.501663330752565,C,1,-0.501663330752565,1,0
0,3,1,-1.132145766240471,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
0,3,1,1.3258022788868673,0,0,-0.47938041594984565,S,1,-0.47938041594984565,1,0
0,3,1,-0.05064862638444217,8,2,0.7624539371005796,S,11,0.06931399428187088,0,1
0,3,1,0.6375768262512126,0,0,-0.47245418499363856,C,1,-0.47245418499363856,1,0
0,2,1,-0.05064862638444217,0,1,0.03037255639101444,S,2,0.01518627819550722,0,1
1,1,0,-0.05064862638444217,1,0,1.1541164743008803,C,2,0.5770582371504401,0,1
0,3,1,-2.410278749706687,4,2,-0.004178480044662747,S,7,-0.0005969257206661066,0,1
0,3,0,-1.9186891406812194,1,1,-0.32523672539814463,C,3,-0.10841224179938154,0,1
1,1,0,-1.2304636880455646,0,1,0.15856190896396155,S,2,0.07928095448198078,0,1
0,2,0,1.5224381224970545,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,0
1,3,0,-1.0338278444353775,0,1,-0.44332716053870425,S,2,-0.22166358026935212,0,1
1,1,0,1.620756044302148,1,1,2.671608009348991,S,3,0.8905360031163303,0,0
1,1,1,2.2106635751327093,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,0
1,3,0,-0.4439203136048163,0,3,-0.24486801021080867,C,4,-0.06121700255270217,0,1
0,3,1,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
0,3,1,1.2274843570817737,2,0,-0.348020379859352,S,3,-0.11600679328645068,0,0
0,2,1,-0.7388740790200969,1,0,-0.40026354990872987,S,2,-0.20013177495436493,0,1
1,1,0,1.9157098097174285,0,0,-0.11125264269848469,S,1,-0.11125264269848469,1,0
0,3,0,-0.05064862638444217,8,2,0.7624539371005796,S,11,0.06931399428187088,0,1
0,2,1,-0.4439203136048163,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
1,2,0,1.3258022788868673,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,2,0,-0.1489665481895357,1,0,-0.3530277764442328,C,2,-0.1765138882221164,0,1
0,1,1,0.24430513903083845,0,0,0.3808061930700408,S,1,0.3808061930700408,1,0
0,3,1,-0.05064862638444217,0,0,-0.4403227225877758,S,1,-0.4403227225877758,1,1
1,3,1,-2.410278749706687,1,1,-0.407608399219433,S,3,-0.13586946640647765,0,1
0,3,1,-0.24728446999462925,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,1,0,1.817391887912335,1,1,0.4220350935913149,S,3,0.1406783645304383,0,0
0,1,1,0.4409409826410255,0,0,-0.5304558611156293,S,1,-0.5304558611156293,1,0
0,3,1,1.817391887912335,0,0,-0.45033751575753733,S,1,-0.45033751575753733,1,0
1,2,0,-0.05064862638444217,1,0,-0.14989372066469248,C,2,-0.07494686033234624,0,1
1,3,0,-1.3287816098506582,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
0,3,1,-0.8371920008251904,0,0,-0.4333964916315688,S,1,-0.4333964916315688,1,1
0,3,1,-0.935509922630284,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,2,0,-0.3456023917997228,0,1,-0.10983454798564649,S,2,-0.05491727399282324,0,1
0,3,1,0.4409409826410255,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,0
0,3,0,-0.6405561572150034,0,0,-0.4199586421563828,S,1,-0.4199586421563828,1,1
0,2,1,-0.05064862638444217,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,1
0,3,1,-0.3456023917997228,0,0,-0.48939520911960716,S,1,-0.48939520911960716,1,1
0,3,0,1.0308485134715868,0,5,-0.047242090674637145,Q,6,-0.007873681779106191,0,0
0,2,1,-0.1489665481895357,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
1,1,0,-0.935509922630284,0,0,-0.02971620262755453,S,1,-0.02971620262755453,1,1
0,3,0,-0.05064862638444217,1,2,-0.16090999315143012,S,4,-0.04022749828785753,0,1
1,1,1,-0.24728446999462925,0,0,-0.02971620262755453,C,1,-0.02971620262755453,1,1
0,3,1,0.34262306083593197,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,0
